UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
95	40114262	32	not yet tried not yet tried	not yet try not yet try	['not', 'yet', 'try', 'not', 'yet', 'try']	1	NEUTRAL	NEUTRAL	NEUTRAL	n/a	No_match	n/a
96	40014027	33	 vry bad product...everything sticks	vry bad product everything stick	['vry', 'bad', 'product', 'everything', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
97	40014027	33	 vry bad product...everything sticks	vry bad product everything stick	['vry', 'bad', 'product', 'everything', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	stick	quality	n/a
98	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
99	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
100	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	last	quality	n/a
101	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	like	quality	n/a
102	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
103	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	rubbish	quality	n/a
104	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	worthy	quality	n/a
105	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	basic	operational_effectiveness	n/a
106	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	cook	operational_effectiveness	n/a
107	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	do	operational_effectiveness	n/a
108	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
109	40014027	34	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	not worth	price	expensive
110	40014027	35	 Good	good	['good']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
111	40014027	36	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
112	40014027	36	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
113	40014027	36	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	apply	operational_effectiveness	n/a
114	40014027	36	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
115	40014023	37	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	pathetic	quality	n/a
116	40014023	37	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
117	40014023	37	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	service	operational_effectiveness	n/a
118	40014023	38	 exellent product by Hawkins.	exellent product hawkins	['exellent', 'product', 'hawkins']	5	NEUTRAL	NEUTRAL	NEUTRAL	n/a	No_match	n/a
119	40023164	39	good product good	good product good	['good', 'product', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
120	40023164	39	good product good	good product good	['good', 'product', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
121	40077282	40	 terrible quality. The coating is not teflon. The handle becomes loose every now & then because of wrong nuts & bolts are used.	terrible quality coat not teflon handle become loose every now wrong nut bolt use	['terrible', 'quality', 'coat', 'not', 'teflon', 'handle', 'become', 'loose', 'every', 'now', 'wrong', 'nut', 'bolt', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	coat	quality	n/a
122	40077282	40	 terrible quality. The coating is not teflon. The handle becomes loose every now & then because of wrong nuts & bolts are used.	terrible quality coat not teflon handle become loose every now wrong nut bolt use	['terrible', 'quality', 'coat', 'not', 'teflon', 'handle', 'become', 'loose', 'every', 'now', 'wrong', 'nut', 'bolt', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	loose	quality	n/a
123	40077282	40	 terrible quality. The coating is not teflon. The handle becomes loose every now & then because of wrong nuts & bolts are used.	terrible quality coat not teflon handle become loose every now wrong nut bolt use	['terrible', 'quality', 'coat', 'not', 'teflon', 'handle', 'become', 'loose', 'every', 'now', 'wrong', 'nut', 'bolt', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
124	40077282	40	 terrible quality. The coating is not teflon. The handle becomes loose every now & then because of wrong nuts & bolts are used.	terrible quality coat not teflon handle become loose every now wrong nut bolt use	['terrible', 'quality', 'coat', 'not', 'teflon', 'handle', 'become', 'loose', 'every', 'now', 'wrong', 'nut', 'bolt', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	teflon	quality	n/a
125	40077282	40	 terrible quality. The coating is not teflon. The handle becomes loose every now & then because of wrong nuts & bolts are used.	terrible quality coat not teflon handle become loose every now wrong nut bolt use	['terrible', 'quality', 'coat', 'not', 'teflon', 'handle', 'become', 'loose', 'every', 'now', 'wrong', 'nut', 'bolt', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	terrible	quality	n/a
